index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID
1129,Class2,1698073408.0,Partially_Correct,1,Question_Ej5mBw9rsOUKkFycGvz2,Method_gj1NLb4Jn7URf9K2kQPd,192,5,db2418c575c0a4f7239d
1130,Class2,1698073321.0,Partially_Correct,1,Question_Ej5mBw9rsOUKkFycGvz2,Method_Cj9Ya2R7fZd6xs1q5mNQ,348,3,db2418c575c0a4f7239d
1131,Class2,1698073244.0,Absolutely_Error,0,Question_x2L7AqbMuTjCwPFy6vNr,Method_5Q4KoXthUuYz3bvrTDFm,308,5,981cf48df067d975675b
1132,Class2,1698073215.0,Absolutely_Error,0,Question_x2L7AqbMuTjCwPFy6vNr,Method_Cj9Ya2R7fZd6xs1q5mNQ,200,3,981cf48df067d975675b
1133,Class2,1698073096.0,Absolutely_Error,0,Question_x2L7AqbMuTjCwPFy6vNr,Method_m8vwGkEZc3TSW2xqYUoR,324,4,981cf48df067d975675b
1134,Class2,1698073090.0,Error5,0,Question_Ej5mBw9rsOUKkFycGvz2,Method_m8vwGkEZc3TSW2xqYUoR,0,--,db2418c575c0a4f7239d
1135,Class2,1698071859.0,Absolutely_Error,0,Question_s6VmP1G4UbEQWRYHK9Fd,Method_gj1NLb4Jn7URf9K2kQPd,196,3,d33a15d480f68c6ec82f
1136,Class2,1698071474.0,Absolutely_Correct,3,Question_pVKXjZn0BkSwYcsa7C31,Method_m8vwGkEZc3TSW2xqYUoR,204,4,db2418c575c0a4f7239d
1137,Class2,1698070327.0,Absolutely_Correct,2,Question_tgOjrpZLw4RdVzQx85h6,Method_gj1NLb4Jn7URf9K2kQPd,320,3,d33a15d480f68c6ec82f
1138,Class2,1698063588.0,Absolutely_Correct,2,Question_s6VmP1G4UbEQWRYHK9Fd,Method_Cj9Ya2R7fZd6xs1q5mNQ,192,4,3555053023c67d592439
1139,Class2,1698059909.0,Absolutely_Correct,3,Question_TmKaGvfNoXYq4FZ2JrBu,Method_gj1NLb4Jn7URf9K2kQPd,196,5,460fa4961434cf281423
1140,Class2,1698059850.0,Error2,0,Question_TmKaGvfNoXYq4FZ2JrBu,Method_m8vwGkEZc3TSW2xqYUoR,316,5,460fa4961434cf281423
1141,Class2,1698059654.0,Error2,0,Question_TmKaGvfNoXYq4FZ2JrBu,Method_BXr9AIsPQhwNvyGdZL57,200,4,460fa4961434cf281423
1142,Class2,1698056772.0,Absolutely_Correct,3,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_BXr9AIsPQhwNvyGdZL57,324,9,152a0c17daaaa4e65e14
1143,Class2,1698056533.0,Absolutely_Correct,3,Question_6RQj2gF3OeK5AmDvThUV,Method_5Q4KoXthUuYz3bvrTDFm,320,4,152a0c17daaaa4e65e14
1144,Class2,1698054259.0,Absolutely_Correct,3,Question_h7pXNg80nJbw1C4kAPRm,Method_m8vwGkEZc3TSW2xqYUoR,188,5,6e8118d5ad3c7093b869
1145,Class2,1698051827.0,Absolutely_Correct,3,Question_oCjnFLbIs4Uxwek9rBpu,Method_gj1NLb4Jn7URf9K2kQPd,308,10,7c3fa9ed66d940d49692
1146,Class2,1698051632.0,Partially_Correct,2,Question_oCjnFLbIs4Uxwek9rBpu,Method_Cj9Ya2R7fZd6xs1q5mNQ,192,5,7c3fa9ed66d940d49692
1147,Class2,1698051526.0,Absolutely_Error,0,Question_oCjnFLbIs4Uxwek9rBpu,Method_BXr9AIsPQhwNvyGdZL57,336,5,7c3fa9ed66d940d49692
1148,Class2,1698050269.0,Absolutely_Error,0,Question_Az73sM0rHfWVKuc4X2kL,Method_gj1NLb4Jn7URf9K2kQPd,304,5,7c3fa9ed66d940d49692
1149,Class2,1698050079.0,Absolutely_Correct,2,Question_3oPyUzDmQtcMfLpGZ0jW,Method_m8vwGkEZc3TSW2xqYUoR,204,4,f47eab262dd5809d4d60
1150,Class2,1698050071.0,Absolutely_Correct,3,Question_62XbhBvJ8NUSnApgDL94,Method_BXr9AIsPQhwNvyGdZL57,192,4,daf693769d8638a22ee9
1151,Class2,1698050028.0,Error2,0,Question_62XbhBvJ8NUSnApgDL94,Method_Cj9Ya2R7fZd6xs1q5mNQ,320,5,daf693769d8638a22ee9
1152,Class2,1698049889.0,Error2,0,Question_62XbhBvJ8NUSnApgDL94,Method_Cj9Ya2R7fZd6xs1q5mNQ,192,6,daf693769d8638a22ee9
1153,Class2,1698049791.0,Absolutely_Error,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_5Q4KoXthUuYz3bvrTDFm,344,4,f47eab262dd5809d4d60
1154,Class2,1698049776.0,Absolutely_Error,0,Question_62XbhBvJ8NUSnApgDL94,Method_gj1NLb4Jn7URf9K2kQPd,320,4,daf693769d8638a22ee9
1155,Class2,1698049750.0,Absolutely_Correct,2,Question_3oPyUzDmQtcMfLpGZ0jW,Method_5Q4KoXthUuYz3bvrTDFm,320,7,6e8118d5ad3c7093b869
1156,Class2,1698049735.0,Error2,0,Question_62XbhBvJ8NUSnApgDL94,Method_BXr9AIsPQhwNvyGdZL57,324,5,daf693769d8638a22ee9
1157,Class2,1698049659.0,Absolutely_Error,0,Question_62XbhBvJ8NUSnApgDL94,Method_gj1NLb4Jn7URf9K2kQPd,200,6,daf693769d8638a22ee9
1158,Class2,1698049381.0,Error1,0,Question_62XbhBvJ8NUSnApgDL94,Method_5Q4KoXthUuYz3bvrTDFm,0,5,daf693769d8638a22ee9
1159,Class2,1698048379.0,Partially_Correct,2,Question_EhVPdmlB31M8WKGqL0wc,Method_m8vwGkEZc3TSW2xqYUoR,204,5,7c3fa9ed66d940d49692
1160,Class2,1698048136.0,Absolutely_Correct,2,Question_tgOjrpZLw4RdVzQx85h6,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,9,bd099a9fd29545e3766a
1161,Class2,1698048047.0,Error7,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_m8vwGkEZc3TSW2xqYUoR,320,6,f47eab262dd5809d4d60
1162,Class2,1698048018.0,Error7,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_Cj9Ya2R7fZd6xs1q5mNQ,200,4,f47eab262dd5809d4d60
1163,Class2,1698047996.0,Error7,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_gj1NLb4Jn7URf9K2kQPd,320,7,f47eab262dd5809d4d60
1164,Class2,1698047354.0,Absolutely_Correct,2,Question_x2L7AqbMuTjCwPFy6vNr,Method_5Q4KoXthUuYz3bvrTDFm,192,5,bd099a9fd29545e3766a
1165,Class2,1698046912.0,Partially_Correct,1,Question_x2L7AqbMuTjCwPFy6vNr,Method_BXr9AIsPQhwNvyGdZL57,320,7,bd099a9fd29545e3766a
1166,Class2,1698046851.0,Partially_Correct,1,Question_EhVPdmlB31M8WKGqL0wc,Method_gj1NLb4Jn7URf9K2kQPd,196,5,7c3fa9ed66d940d49692
1167,Class2,1698046371.0,Absolutely_Correct,2,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,304,6,bd099a9fd29545e3766a
1168,Class2,1698046099.0,Absolutely_Correct,3,Question_Mh4CZIsrEfxkP1wXtOYV,Method_BXr9AIsPQhwNvyGdZL57,192,4,daf693769d8638a22ee9
1169,Class2,1698045574.0,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_m8vwGkEZc3TSW2xqYUoR,200,4,06aff3e28c5db152f506
1170,Class2,1698045494.0,Absolutely_Correct,3,Question_lU2wvHSZq7m43xiVroBc,Method_5Q4KoXthUuYz3bvrTDFm,200,4,daf693769d8638a22ee9
1171,Class2,1698045419.0,Error2,0,Question_lU2wvHSZq7m43xiVroBc,Method_m8vwGkEZc3TSW2xqYUoR,332,4,daf693769d8638a22ee9
1172,Class2,1698045295.0,Absolutely_Correct,3,Question_Ou3f2Wt9BqExm5DpN7Zk,Method_gj1NLb4Jn7URf9K2kQPd,324,5,906ffe092972df38360a
1173,Class2,1698045134.0,Error3,0,Question_EhVPdmlB31M8WKGqL0wc,Method_5Q4KoXthUuYz3bvrTDFm,192,5,7c3fa9ed66d940d49692
1174,Class2,1698044761.0,Error3,0,Question_EhVPdmlB31M8WKGqL0wc,Method_m8vwGkEZc3TSW2xqYUoR,324,4,7c3fa9ed66d940d49692
1175,Class2,1698043903.0,Error2,0,Question_TmKaGvfNoXYq4FZ2JrBu,Method_Cj9Ya2R7fZd6xs1q5mNQ,484,15,6486c0664d217470d126
1176,Class2,1698043276.0,Partially_Correct,1,Question_EhVPdmlB31M8WKGqL0wc,Method_gj1NLb4Jn7URf9K2kQPd,324,5,7c3fa9ed66d940d49692
1177,Class2,1698042943.0,Absolutely_Correct,3,Question_UXqN1F7G3Sbldz02vZne,Method_5Q4KoXthUuYz3bvrTDFm,212,4,906ffe092972df38360a
1178,Class2,1698042504.0,Partially_Correct,1,Question_EhVPdmlB31M8WKGqL0wc,Method_gj1NLb4Jn7URf9K2kQPd,372,4,7c3fa9ed66d940d49692
1179,Class2,1698040898.0,Partially_Correct,1,Question_EhVPdmlB31M8WKGqL0wc,Method_m8vwGkEZc3TSW2xqYUoR,328,4,7c3fa9ed66d940d49692
1180,Class2,1698040829.0,Absolutely_Correct,3,Question_Ej5mBw9rsOUKkFycGvz2,Method_5Q4KoXthUuYz3bvrTDFm,192,4,daf693769d8638a22ee9
1181,Class2,1698040460.0,Partially_Correct,1,Question_Ej5mBw9rsOUKkFycGvz2,Method_5Q4KoXthUuYz3bvrTDFm,468,4,daf693769d8638a22ee9
1182,Class2,1698039578.0,Absolutely_Correct,3,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_Cj9Ya2R7fZd6xs1q5mNQ,200,4,5d580a610c7f8114eb5c
1183,Class2,1698038848.0,Absolutely_Correct,3,Question_6RQj2gF3OeK5AmDvThUV,Method_m8vwGkEZc3TSW2xqYUoR,196,4,5d580a610c7f8114eb5c
1184,Class2,1698038834.0,Absolutely_Error,0,Question_6RQj2gF3OeK5AmDvThUV,Method_gj1NLb4Jn7URf9K2kQPd,320,5,5d580a610c7f8114eb5c
1185,Class2,1698037984.0,Absolutely_Correct,3,Question_h7pXNg80nJbw1C4kAPRm,Method_m8vwGkEZc3TSW2xqYUoR,192,4,5d580a610c7f8114eb5c
1186,Class2,1698036750.0,Absolutely_Correct,3,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_Cj9Ya2R7fZd6xs1q5mNQ,332,3,6486c0664d217470d126
1187,Class2,1698033529.0,Absolutely_Error,0,Question_Az73sM0rHfWVKuc4X2kL,Method_m8vwGkEZc3TSW2xqYUoR,348,4,7c3fa9ed66d940d49692
1188,Class2,1698032484.0,Absolutely_Correct,2,Question_s6VmP1G4UbEQWRYHK9Fd,Method_gj1NLb4Jn7URf9K2kQPd,196,4,5d580a610c7f8114eb5c
1189,Class2,1698032081.0,Partially_Correct,2,Question_UXqN1F7G3Sbldz02vZne,Method_Cj9Ya2R7fZd6xs1q5mNQ,200,4,906ffe092972df38360a
1190,Class2,1698031968.0,Partially_Correct,2,Question_UXqN1F7G3Sbldz02vZne,Method_m8vwGkEZc3TSW2xqYUoR,340,6,906ffe092972df38360a
1191,Class2,1698031722.0,Partially_Correct,2,Question_5fgqjSBwTPG7KUV3it6O,Method_Cj9Ya2R7fZd6xs1q5mNQ,192,4,06aff3e28c5db152f506
1192,Class2,1698031696.0,Absolutely_Correct,3,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_Cj9Ya2R7fZd6xs1q5mNQ,192,4,077d5c82c9ee5019220f
1193,Class2,1698031648.0,Absolutely_Correct,3,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_BXr9AIsPQhwNvyGdZL57,360,4,077d5c82c9ee5019220f
1194,Class2,1698031645.0,Error3,0,Question_5fgqjSBwTPG7KUV3it6O,Method_gj1NLb4Jn7URf9K2kQPd,196,4,06aff3e28c5db152f506
1195,Class2,1698031598.0,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_m8vwGkEZc3TSW2xqYUoR,324,5,06aff3e28c5db152f506
1196,Class2,1698031427.0,Partially_Correct,1,Question_5fgqjSBwTPG7KUV3it6O,Method_m8vwGkEZc3TSW2xqYUoR,200,4,06aff3e28c5db152f506
1197,Class2,1698030653.0,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_m8vwGkEZc3TSW2xqYUoR,196,4,906ffe092972df38360a
1198,Class2,1698030569.0,Absolutely_Correct,3,Question_6RQj2gF3OeK5AmDvThUV,Method_gj1NLb4Jn7URf9K2kQPd,324,4,6486c0664d217470d126
1199,Class2,1698030344.0,Error1,0,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_m8vwGkEZc3TSW2xqYUoR,0,5,906ffe092972df38360a
1200,Class2,1703169956.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_gj1NLb4Jn7URf9K2kQPd,0,1,5c33bb784bb99763ed74
1201,Class2,1703169955.0,Partially_Correct,2,Question_lU2wvHSZq7m43xiVroBc,Method_gj1NLb4Jn7URf9K2kQPd,348,3,50fec4ca4283ad18c000
1202,Class2,1703169948.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,0,4,5c33bb784bb99763ed74
1203,Class2,1703169934.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,0,2,5c33bb784bb99763ed74
1204,Class2,1703169924.0,Partially_Correct,1,Question_lU2wvHSZq7m43xiVroBc,Method_5Q4KoXthUuYz3bvrTDFm,312,4,50fec4ca4283ad18c000
1205,Class2,1703169893.0,Partially_Correct,2,Question_lU2wvHSZq7m43xiVroBc,Method_5Q4KoXthUuYz3bvrTDFm,184,3,50fec4ca4283ad18c000
1206,Class2,1703169886.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,0,1,5c33bb784bb99763ed74
1207,Class2,1703169740.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,0,2,5c33bb784bb99763ed74
1208,Class2,1703169734.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,2,5c33bb784bb99763ed74
1209,Class2,1703169716.0,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_m8vwGkEZc3TSW2xqYUoR,320,3,5c33bb784bb99763ed74
1210,Class2,1703169693.0,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_m8vwGkEZc3TSW2xqYUoR,452,4,5c33bb784bb99763ed74
1211,Class2,1703169676.0,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_5Q4KoXthUuYz3bvrTDFm,0,5,5c33bb784bb99763ed74
1212,Class2,1703169621.0,Absolutely_Error,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_m8vwGkEZc3TSW2xqYUoR,336,3,5c33bb784bb99763ed74
1213,Class2,1703169609.0,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,3,5c33bb784bb99763ed74
1214,Class2,1703169598.0,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,2,5c33bb784bb99763ed74
1215,Class2,1703169506.0,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_Cj9Ya2R7fZd6xs1q5mNQ,384,4,5c33bb784bb99763ed74
1216,Class2,1703169475.0,Error1,0,Question_5fgqjSBwTPG7KUV3it6O,Method_gj1NLb4Jn7URf9K2kQPd,0,1,5c33bb784bb99763ed74
1217,Class2,1703169444.0,Absolutely_Correct,3,Question_oCjnFLbIs4Uxwek9rBpu,Method_5Q4KoXthUuYz3bvrTDFm,352,2,5c33bb784bb99763ed74
1218,Class2,1703169387.0,Absolutely_Correct,3,Question_EhVPdmlB31M8WKGqL0wc,Method_gj1NLb4Jn7URf9K2kQPd,344,2,5c33bb784bb99763ed74
1219,Class2,1703169328.0,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_5Q4KoXthUuYz3bvrTDFm,340,3,5c33bb784bb99763ed74
1220,Class2,1703169297.0,Absolutely_Correct,3,Question_Ou3f2Wt9BqExm5DpN7Zk,Method_gj1NLb4Jn7URf9K2kQPd,472,3,5c33bb784bb99763ed74
1221,Class2,1703169262.0,Absolutely_Correct,3,Question_UXqN1F7G3Sbldz02vZne,Method_m8vwGkEZc3TSW2xqYUoR,204,4,5c33bb784bb99763ed74
1222,Class2,1703169211.0,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_gj1NLb4Jn7URf9K2kQPd,476,4,5c33bb784bb99763ed74
1223,Class2,1703169155.0,Absolutely_Correct,3,Question_62XbhBvJ8NUSnApgDL94,Method_BXr9AIsPQhwNvyGdZL57,328,3,5c33bb784bb99763ed74
1224,Class2,1703169144.0,Error1,0,Question_62XbhBvJ8NUSnApgDL94,Method_m8vwGkEZc3TSW2xqYUoR,0,4,5c33bb784bb99763ed74
1225,Class2,1703169097.0,Error1,0,Question_62XbhBvJ8NUSnApgDL94,Method_5Q4KoXthUuYz3bvrTDFm,0,3,5c33bb784bb99763ed74
1226,Class2,1703169073.0,Error1,0,Question_62XbhBvJ8NUSnApgDL94,Method_gj1NLb4Jn7URf9K2kQPd,0,3,5c33bb784bb99763ed74
1227,Class2,1703169009.0,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_BXr9AIsPQhwNvyGdZL57,476,3,d2e033f11edce44fea3d
1228,Class2,1703168977.0,Error3,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,452,3,d2e033f11edce44fea3d
1229,Class2,1703168947.0,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_m8vwGkEZc3TSW2xqYUoR,464,3,d2e033f11edce44fea3d
1230,Class2,1703168646.0,Partially_Correct,1,Question_Ej5mBw9rsOUKkFycGvz2,Method_5Q4KoXthUuYz3bvrTDFm,320,3,50fec4ca4283ad18c000
1231,Class2,1703168536.0,Partially_Correct,1,Question_Ej5mBw9rsOUKkFycGvz2,Method_m8vwGkEZc3TSW2xqYUoR,344,4,50fec4ca4283ad18c000
1232,Class2,1703166036.0,Absolutely_Correct,3,Question_oCjnFLbIs4Uxwek9rBpu,Method_5Q4KoXthUuYz3bvrTDFm,324,4,058c03d945c4ae0978a0
1233,Class2,1703166004.0,Partially_Correct,1,Question_oCjnFLbIs4Uxwek9rBpu,Method_gj1NLb4Jn7URf9K2kQPd,452,3,058c03d945c4ae0978a0
1234,Class2,1703165053.0,Partially_Correct,2,Question_oCjnFLbIs4Uxwek9rBpu,Method_m8vwGkEZc3TSW2xqYUoR,332,4,058c03d945c4ae0978a0
1235,Class2,1703165041.0,Partially_Correct,2,Question_oCjnFLbIs4Uxwek9rBpu,Method_BXr9AIsPQhwNvyGdZL57,340,3,058c03d945c4ae0978a0
1236,Class2,1703162478.0,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_BXr9AIsPQhwNvyGdZL57,320,3,058c03d945c4ae0978a0
1237,Class2,1703159376.0,Absolutely_Correct,3,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_m8vwGkEZc3TSW2xqYUoR,336,3,41e9ff991a4a21f423a8
1238,Class2,1703159164.0,Absolutely_Correct,3,Question_7NJzCXUPcvQF4Mkfh9Wr,Method_m8vwGkEZc3TSW2xqYUoR,344,3,41e9ff991a4a21f423a8
1239,Class2,1703157318.0,Absolutely_Correct,3,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_m8vwGkEZc3TSW2xqYUoR,180,3,41e9ff991a4a21f423a8
1240,Class2,1703155159.0,Absolutely_Correct,3,Question_TmKaGvfNoXYq4FZ2JrBu,Method_gj1NLb4Jn7URf9K2kQPd,320,4,41e9ff991a4a21f423a8
1241,Class2,1703141390.0,Absolutely_Correct,3,Question_lU2wvHSZq7m43xiVroBc,Method_5Q4KoXthUuYz3bvrTDFm,376,4,06aff3e28c5db152f506
1242,Class2,1703141382.0,Partially_Correct,1,Question_lU2wvHSZq7m43xiVroBc,Method_Cj9Ya2R7fZd6xs1q5mNQ,368,3,06aff3e28c5db152f506
1243,Class2,1703137863.0,Partially_Correct,2,Question_bumGRTJ0c8p4v5D6eHZa,Method_5Q4KoXthUuYz3bvrTDFm,444,3,af8dedf6ecb4605a09fa
1244,Class2,1703137851.0,Partially_Correct,1,Question_bumGRTJ0c8p4v5D6eHZa,Method_m8vwGkEZc3TSW2xqYUoR,332,3,af8dedf6ecb4605a09fa
1245,Class2,1703137354.0,Partially_Correct,2,Question_bumGRTJ0c8p4v5D6eHZa,Method_m8vwGkEZc3TSW2xqYUoR,448,3,af8dedf6ecb4605a09fa
1246,Class2,1703137345.0,Partially_Correct,2,Question_bumGRTJ0c8p4v5D6eHZa,Method_BXr9AIsPQhwNvyGdZL57,440,3,af8dedf6ecb4605a09fa
1247,Class2,1703137198.0,Partially_Correct,2,Question_bumGRTJ0c8p4v5D6eHZa,Method_m8vwGkEZc3TSW2xqYUoR,472,3,af8dedf6ecb4605a09fa
1248,Class2,1703137053.0,Error4,0,Question_bumGRTJ0c8p4v5D6eHZa,Method_m8vwGkEZc3TSW2xqYUoR,316,3,af8dedf6ecb4605a09fa
1249,Class2,1703137029.0,Partially_Correct,2,Question_bumGRTJ0c8p4v5D6eHZa,Method_Cj9Ya2R7fZd6xs1q5mNQ,440,3,af8dedf6ecb4605a09fa
1250,Class2,1698029398.0,Absolutely_Correct,3,Question_Ou3f2Wt9BqExm5DpN7Zk,Method_gj1NLb4Jn7URf9K2kQPd,340,6,7c3fa9ed66d940d49692
1251,Class2,1698029104.0,Absolutely_Correct,3,Question_6RQj2gF3OeK5AmDvThUV,Method_Cj9Ya2R7fZd6xs1q5mNQ,368,5,077d5c82c9ee5019220f
1252,Class2,1698029055.0,Absolutely_Error,0,Question_6RQj2gF3OeK5AmDvThUV,Method_BXr9AIsPQhwNvyGdZL57,324,3,077d5c82c9ee5019220f
1253,Class2,1698028883.0,Absolutely_Error,0,Question_6RQj2gF3OeK5AmDvThUV,Method_Cj9Ya2R7fZd6xs1q5mNQ,196,5,077d5c82c9ee5019220f
1254,Class2,1698028546.0,Absolutely_Correct,3,Question_62XbhBvJ8NUSnApgDL94,Method_BXr9AIsPQhwNvyGdZL57,320,5,906ffe092972df38360a
1255,Class2,1698028483.0,Absolutely_Correct,3,Question_62XbhBvJ8NUSnApgDL94,Method_BXr9AIsPQhwNvyGdZL57,320,4,906ffe092972df38360a
1256,Class2,1698027894.0,Absolutely_Correct,2,Question_s6VmP1G4UbEQWRYHK9Fd,Method_m8vwGkEZc3TSW2xqYUoR,320,6,41e9ff991a4a21f423a8
1257,Class2,1698027819.0,Absolutely_Error,0,Question_s6VmP1G4UbEQWRYHK9Fd,Method_m8vwGkEZc3TSW2xqYUoR,200,4,41e9ff991a4a21f423a8
1258,Class2,1698027801.0,Absolutely_Correct,3,Question_h7pXNg80nJbw1C4kAPRm,Method_5Q4KoXthUuYz3bvrTDFm,324,4,077d5c82c9ee5019220f
1259,Class2,1698026327.0,Absolutely_Correct,3,Question_Jr4Wz5jLqmN01KUwHa7g,Method_gj1NLb4Jn7URf9K2kQPd,348,4,bfc3a5cb3b9c29f08176
1260,Class2,1698026139.0,Absolutely_Error,0,Question_Jr4Wz5jLqmN01KUwHa7g,Method_gj1NLb4Jn7URf9K2kQPd,212,5,bfc3a5cb3b9c29f08176
1261,Class2,1698026121.0,Absolutely_Correct,3,Question_Mh4CZIsrEfxkP1wXtOYV,Method_m8vwGkEZc3TSW2xqYUoR,192,3,906ffe092972df38360a
1262,Class2,1698026102.0,Absolutely_Error,0,Question_Jr4Wz5jLqmN01KUwHa7g,Method_Cj9Ya2R7fZd6xs1q5mNQ,196,6,bfc3a5cb3b9c29f08176
1263,Class2,1698026062.0,Error2,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_BXr9AIsPQhwNvyGdZL57,192,4,906ffe092972df38360a
1264,Class2,1698025882.0,Error2,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_gj1NLb4Jn7URf9K2kQPd,324,4,906ffe092972df38360a
1265,Class2,1698024492.0,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_5Q4KoXthUuYz3bvrTDFm,196,4,7c3fa9ed66d940d49692
1266,Class2,1698024455.0,Partially_Correct,2,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_m8vwGkEZc3TSW2xqYUoR,200,4,7c3fa9ed66d940d49692
1267,Class2,1698023606.0,Partially_Correct,1,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_5Q4KoXthUuYz3bvrTDFm,300,5,7c3fa9ed66d940d49692
1268,Class2,1698023597.0,Absolutely_Correct,3,Question_h7pXNg80nJbw1C4kAPRm,Method_5Q4KoXthUuYz3bvrTDFm,328,3,6ae7d356ba998218af82
1269,Class2,1698023583.0,Error2,0,Question_h7pXNg80nJbw1C4kAPRm,Method_m8vwGkEZc3TSW2xqYUoR,340,4,6ae7d356ba998218af82
1270,Class2,1698023345.0,Absolutely_Error,0,Question_Jr4Wz5jLqmN01KUwHa7g,Method_gj1NLb4Jn7URf9K2kQPd,328,7,bfc3a5cb3b9c29f08176
1271,Class2,1698022949.0,Absolutely_Error,0,Question_Jr4Wz5jLqmN01KUwHa7g,Method_5Q4KoXthUuYz3bvrTDFm,300,7,bfc3a5cb3b9c29f08176
1272,Class2,1698022623.0,Absolutely_Correct,2,Question_s6VmP1G4UbEQWRYHK9Fd,Method_Cj9Ya2R7fZd6xs1q5mNQ,192,5,a5966200ae4d58200438
1273,Class2,1698022302.0,Absolutely_Correct,2,Question_s6VmP1G4UbEQWRYHK9Fd,Method_5Q4KoXthUuYz3bvrTDFm,276,3,6ae7d356ba998218af82
1274,Class2,1698022124.0,Absolutely_Correct,2,Question_s6VmP1G4UbEQWRYHK9Fd,Method_m8vwGkEZc3TSW2xqYUoR,300,3,a5966200ae4d58200438
1275,Class2,1698022097.0,Partially_Correct,1,Question_s6VmP1G4UbEQWRYHK9Fd,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,4,a5966200ae4d58200438
1276,Class2,1698022089.0,Absolutely_Correct,2,Question_s6VmP1G4UbEQWRYHK9Fd,Method_Cj9Ya2R7fZd6xs1q5mNQ,192,4,a5966200ae4d58200438
1277,Class2,1698021981.0,Absolutely_Correct,2,Question_s6VmP1G4UbEQWRYHK9Fd,Method_Cj9Ya2R7fZd6xs1q5mNQ,356,4,a5966200ae4d58200438
1278,Class2,1698021961.0,Error2,0,Question_s6VmP1G4UbEQWRYHK9Fd,Method_gj1NLb4Jn7URf9K2kQPd,336,4,a5966200ae4d58200438
1279,Class2,1698021751.0,Absolutely_Correct,2,Question_s6VmP1G4UbEQWRYHK9Fd,Method_Cj9Ya2R7fZd6xs1q5mNQ,196,3,a5966200ae4d58200438
1280,Class2,1698021667.0,Partially_Correct,1,Question_s6VmP1G4UbEQWRYHK9Fd,Method_gj1NLb4Jn7URf9K2kQPd,192,2,a5966200ae4d58200438
1281,Class2,1697986497.0,Absolutely_Correct,2,Question_s6VmP1G4UbEQWRYHK9Fd,Method_BXr9AIsPQhwNvyGdZL57,324,4,2f3c37735e817244e646
1282,Class2,1697985320.0,Absolutely_Correct,2,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,196,4,981cf48df067d975675b
1283,Class2,1697985017.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_BXr9AIsPQhwNvyGdZL57,192,4,981cf48df067d975675b
